88|20190809T163633+0200|ujuve83b-jro0a-za7w-1vdb-roi7p9og9de3|6|24
10|20190809T163317+0200|wldy1n9p-0wqz5-90tr-h6g7-km9lsi1a7usr|77|58
92|20190809T163443+0200|122hth5i-thrz8-eh8x-zqj7-3rf414nb4bf2|98|26
86|20190809T163358+0200|glktz1mg-4pqqe-otj6-9g4w-5lq9s8f2atpe|43|96
27|20190809T163633+0200|jjhiq3s3-zqgpg-ig38-lu73-jjr1i8llxr7e|13|81
66|20190809T163824+0200|cnza7ihr-l9ik4-27e8-bt1o-z0mabzk4g4pj|25|57
36|20190809T163708+0200|lkcz7gga-8ali1-mj3m-l7zg-takaejpkst3v|63|63
84|20190809T163739+0200|hwm3wuyw-as89r-gito-qe89-atgzjgj6srcv|88|86
78|20190809T163556+0200|9gtoqbbj-pdde4-s3o6-13lw-9bhas4msifum|38|9
47|20190809T163827+0200|tf1ud11i-ncs2p-8v25-olvo-owerw8m9n0pg|56|15
81|20190809T163405+0200|ssqzza7n-cbzn9-rxiz-3sau-9zprjcwgydu2|80|30
47|20190809T163334+0200|lcygsaju-1ld9s-a4ru-bz1n-5tf7fq6539lz|53|96
81|20190809T163422+0200|dhv6ov2s-xqnde-3xfi-l63a-7j9weeaghxd7|6|21
58|20190809T163436+0200|oecomidi-0i5nt-alxt-vi23-ac89ddvb3s18|27|50
90|20190809T163324+0200|9xfkyz8y-agke9-vlwh-c079-edwzjr0982mw|42|89
34|20190809T163415+0200|tludw2sp-6z5g8-u8te-altk-f1ivr1io7a0g|67|23
55|20190809T163429+0200|1ulz9rtp-honao-0oxj-gk2p-w7md3vbudip1|7|79
39|20190809T163545+0200|7psqim43-xzdtq-xqci-1s6b-nekhmyyaihqa|20|25
81|20190809T163803+0200|07r4gu4k-9b1qj-8fbt-tdgj-12ixib09cjl5|34|50
4|20190809T163746+0200|jr56agsv-2fceq-n3r8-80sc-hbj7b6sh4pip|12|85
16|20190809T163606+0200|k22xuwms-9gquu-le8g-6r9x-y1imts0lfraq|67|63
78|20190809T163858+0200|tfgo1u4t-55o3d-rk4k-t6pf-zo61l7nyu95o|16|86
95|20190809T163827+0200|5juqytol-xg89f-w983-smmf-br5qedkyi1gm|1|56
62|20190809T163348+0200|7zawe5ab-bi0na-zrjn-1q2e-fvbs1k2x0qx7|89|10
5|20190809T163320+0200|qesaydkc-qc08q-y7me-guda-10r63hhhn61q|42|37
5|20190809T163834+0200|bz14ik0a-110ue-r2a3-mkpa-25zrrwbkbk56|11|15
86|20190809T163705+0200|fzgm8ksk-8t7l9-j5dl-xk6p-6vwqjqdtr5s3|62|77
70|20190809T163443+0200|sl603smf-pd68n-xz1q-vfp7-h1wmer1o5hpt|23|46
58|20190809T163739+0200|2mgbn84p-r9x87-il5k-k80m-0gcxuirl6880|52|54
97|20190809T163814+0200|yc4zvd28-fspg3-a7kn-x6n3-9ub2lctx3ghr|19|97
82|20190809T163528+0200|t3uwp1th-epqme-r8c9-y7dy-548hc9dz5zgu|29|92
46|20190809T163317+0200|7umflqxb-w6m08-qa5x-yho0-c19ctxo4viz3|57|56
81|20190809T163440+0200|sj2ln5ij-f79y2-jsfp-p17z-gdtlkgqqaa75|51|76
69|20190809T163538+0200|774ajszh-hkb2j-q1vf-vwiv-7pulb9azngch|63|61
