75|20190814T163729+0200|aveli0x7-ei5dc-d987-6gq5-w9frnnw1xmif|60|54
53|20190814T163637+0200|plpe4gxr-btymq-5ex2-eg5y-bp35daos9ti0|81|6
78|20190814T163841+0200|vm3152rz-lmwqc-6p1q-cxhn-l4j1chmqq1wk|27|27
7|20190814T163620+0200|m27sf4an-8t72g-i40n-x0xg-kyoqjyolp8qo|67|73
53|20190814T163552+0200|gqi0mswi-y5j1o-w5w9-vd12-uhyph32zncb2|84|25
72|20190814T163824+0200|hhowsim7-arwts-jdlm-x56z-gzh38e2int6p|20|97
97|20190814T163851+0200|x7yektsa-gwykm-f7pr-rkqo-46sk6dypmvfz|42|52
32|20190814T163419+0200|ce9ghbu8-7rnl1-d5zc-ena4-e174pidxkned|32|20
52|20190814T163623+0200|6znci749-fjg01-ludz-ffjr-jia64cnqa3pl|76|59
68|20190814T163651+0200|bmu2x7d9-u86qn-u7oo-p7rz-tc35klyrzyn5|74|92
62|20190814T163504+0200|lwnrn2ul-enngd-46oi-722n-86xsu1l3u99w|52|13
43|20190814T163412+0200|8a3vrgpq-czean-qj1z-x3y2-55ieuc80qlhq|54|63
41|20190814T163412+0200|s70tmt8t-n9b10-eaiq-cqbb-212os9gqn6ts|48|37
71|20190814T163732+0200|6os08d89-du8v4-94a5-y0ne-xoib9i4czpns|55|13
71|20190814T163531+0200|xxe8mozd-xtj1p-6osf-izxf-i5nl1er8gtp8|50|28
66|20190814T163412+0200|xak5p3ti-d35p9-v0ee-gsot-uqcw6jx7g3ey|76|47
86|20190814T163616+0200|79u3qb7w-59xed-l0hb-tfuz-vvuy6fn7bvts|4|60
25|20190814T163807+0200|mmukro5n-sqx74-19ue-r0w9-su5udp9uvmre|12|20
19|20190814T163704+0200|qjz01s3d-2u4a6-ikxe-7uk5-yi9wlqimdcip|24|56
27|20190814T163330+0200|uhktj05t-jy1a7-rbui-evqb-iz8z55pwtl7b|61|86
33|20190814T163651+0200|hlpdkx7m-dcyl5-ab55-vr57-qvbd2xme7eax|94|18
16|20190814T163630+0200|e8cgtwqy-08m00-6ja7-th8a-0yj825dxaehr|32|23
49|20190814T163644+0200|rq35zd1p-3h6vm-twbz-c69n-kkhbxbylz5xx|71|68
89|20190814T163609+0200|83etwmhd-mqxde-s73a-1bpv-hynlyxqomdvp|30|74
7|20190814T163848+0200|sm9an8gp-kr0yk-mp40-s5ui-pfrntxyajbsb|9|16
54|20190814T163701+0200|06x9n94i-v4fbk-pnn7-hfz3-k2vcurdze4mq|84|46
64|20190814T163640+0200|b6ra6kfr-5qjxk-2zcd-mjjk-5ccbob92jwxz|77|69
91|20190814T163824+0200|88zivrt1-3rcrc-5ckj-1c3l-omb6d8hqn45e|33|41
53|20190814T163729+0200|59x881i3-6hds8-a435-7l98-y40i1vzsvvrc|23|9
76|20190814T163341+0200|legx9eyu-f068t-vjed-cn89-ybjqj9hfn064|5|6
87|20190814T163848+0200|bq9i6kpa-0tb3w-imsm-r2ek-7l94kfvaj05q|67|86
91|20190814T163616+0200|cspzpd6r-wh1w7-dm70-1kfi-j76gbk2qyvwz|40|82
77|20190814T163327+0200|ogidldbp-7qxxw-zzmw-krv4-evuwjyon2lvu|38|66
40|20190814T163324+0200|apcirhlm-6qpct-wzlw-60y7-04eg2zq87r0w|71|36
38|20190814T163630+0200|1fshq4p7-3ehbp-bnrc-6sjf-e7npoz34efan|4|43
53|20190814T163606+0200|24vszuq4-r0cc3-nu13-hod5-9g9v50pzbp8d|54|45
51|20190814T163834+0200|2m4ro6r0-v1nsn-dcrj-sbzn-si42wc73pm8z|8|1
82|20190814T163803+0200|602241kn-0xofq-40gb-2kxz-8diphbf38n8i|8|92
24|20190814T163457+0200|khfcxxld-1gqax-s1yy-96qz-wzxykvn1kwv7|52|71
89|20190814T163637+0200|3811ufd5-bw0m4-wd9f-7s36-11ine3nji568|78|6
92|20190814T163355+0200|u6551297-1k3wu-ybb1-46jo-0vvk2o4n5odj|7|12
53|20190814T163651+0200|97znd69e-ifr5x-648y-ex7g-lumnd3pct8s9|21|50
63|20190814T163851+0200|e005smgv-qorf2-a9tk-epzg-g01g98t1etvt|67|11
74|20190814T163426+0200|r2vgb6x5-ihhv4-byzx-zp4u-4aa9kbxucxrv|28|58
66|20190814T163412+0200|s8tqx12s-09zjz-npj3-fxub-k8rwsrzp06v6|45|62
12|20190814T163439+0200|5nxf9oz1-o36je-gi1d-uo0i-7vw25p1o87l2|47|6
66|20190814T163803+0200|5bijnzm3-upgqz-ctq5-p9xl-sln11wcegeed|39|89
16|20190814T163426+0200|07o5zujw-cyod0-bbol-iiep-e1ip9zirq8xq|16|38
41|20190814T163549+0200|072gpudp-s6co4-arsh-7kwb-3nzvl9hjcyeq|74|37
81|20190814T163620+0200|pki58yvr-7qjxb-fwhi-niwo-q1dfseyhb00g|98|23
13|20190814T163348+0200|qam7uqti-bup1k-3swj-f9kl-ba0slur7hrzn|51|0
66|20190814T163623+0200|vkh8gt7x-bnjne-hftw-zra9-4mianfkw54n8|41|17
31|20190814T163841+0200|ebtej7jn-09hue-pvqs-qz44-097gxbeqipkk|23|12
69|20190814T163623+0200|303o49i8-3dp9d-qvt7-2aud-4uayf4ms9tw3|22|92
57|20190814T163528+0200|5mebpgkt-dh97t-1q1q-oilu-ip4h18l8emkw|47|71
56|20190814T163848+0200|6w67fljx-0t600-rebf-uk0u-kp9r4g5dfwjs|7|74
61|20190814T163504+0200|nu669sns-ef62l-6gt5-0gk7-gt533sjgl3it|28|5
68|20190814T163552+0200|xmc3gloy-xo9rr-6fje-1dox-m0hyu499gofg|19|62
94|20190814T163415+0200|zck5bs2r-95wr6-qk5g-8cw1-7uyxghjgesm0|40|53
14|20190814T163559+0200|rvxmi6e4-m1coi-v4jt-pj2t-pgn4rstj9xd1|15|5
57|20190814T163327+0200|u0gz3lg7-rn34d-7k9g-jans-rj2y03lj3w83|32|2
77|20190814T163810+0200|2ulhts98-cedgf-w3t3-00b9-cc9dy64hu4me|6|61
92|20190814T163450+0200|a26w5vdo-d7k2g-e43x-pih8-o8fnevw5kane|22|47
89|20190814T163317+0200|f47ziolc-8w3tg-kzgb-n01p-bc1uwsn2ynpc|47|46
31|20190814T163834+0200|41if63wq-uzp9e-h7lw-pn26-gak3b0oijpy9|68|43
96|20190814T163334+0200|vkxr2luh-f6n54-qe7d-v234-bfs1t2i29f6j|24|61
75|20190814T163500+0200|6yn2d0uy-jg9na-hzbd-geoc-l84juq94h15y|48|2
98|20190814T163756+0200|76j7mhuq-yskex-rjxc-nske-1pt45atfae46|5|21
56|20190814T163538+0200|q9ewfdkl-nftg4-ztng-09gf-z2i5iqwwqki4|41|72
47|20190814T163616+0200|wzjheh2u-uvguu-tf4h-wusw-bwxyd1b8dp0d|19|10
39|20190814T163330+0200|z8ynie00-qolox-y675-s5c4-f9o4u8b24p64|97|8
42|20190814T163654+0200|83afeakc-pu4ob-51xg-6e06-g2udhwxw5nty|74|13
15|20190814T163651+0200|jh5kce5c-ycu6z-iuwf-d1sf-h7ws3mt6770a|31|0
63|20190814T163514+0200|ehus1hed-gt01g-oqja-g69u-t7g7771di0hi|35|71
72|20190814T163647+0200|wwm0wpl9-zy45g-07by-0yaw-yv92l5wtyxv7|21|10
44|20190814T163358+0200|y6o9bmgi-r2ihs-rcq8-2xeu-ruci4hv5cz1m|21|94
47|20190814T163701+0200|16x4anfb-0s9pn-xdzd-xcv5-ljywtdqnjivk|92|58
60|20190814T163355+0200|nnfh1uxr-8xjk5-bkyw-ya1p-hzp24qdwmnap|25|35
59|20190814T163433+0200|z3z455g6-glb55-wyxr-l0zb-pwxz0jkkis8k|96|90
87|20190814T163651+0200|rzrczadv-opnsb-ndr5-atvj-7tewpc6esdjb|26|50
40|20190814T163630+0200|edexxjy0-kp4rl-77kx-ufbq-xw27yjgimgnb|90|92
3|20190814T163507+0200|i0ok2iod-upm1l-4r69-g7fp-mxpu0g4hxncl|9|0
17|20190814T163324+0200|ovu843qe-ylkrt-zjyq-jcf5-51yb2o57jkzv|8|65
68|20190814T163422+0200|2mboxe4a-k5ss6-desz-vdbd-6z1o4f98r0j1|18|51
17|20190814T163514+0200|w9mygxx8-csqpa-hgss-lwal-qaeo1x6jwuex|36|52
0|20190814T163820+0200|g1llybbm-9z6nn-qsws-e5q7-n7a49e6g89kq|10|27
28|20190814T163524+0200|7ez0mz7l-vha40-z3kx-gtza-fnvklahjajqj|59|11
70|20190814T163746+0200|uy7q4x3y-dfuas-hpux-zxhh-0mwt0un3nfed|5|34
10|20190814T163317+0200|chyodyot-y3xko-0pkd-56xs-1w4bl1olxiry|79|44
45|20190814T163855+0200|0nakm15s-vc5l5-kavf-3dxm-oiprw4dednvb|29|46
5|20190814T163402+0200|kvckw0yw-eqmsn-ftbp-enei-dxfludn5cvwx|9|58
49|20190814T163453+0200|8jwasw4g-6d39u-02u0-y0ft-4zjoadmw6fwq|93|37
9|20190814T163800+0200|4xp8s7a8-1bzy0-hbjd-ssgb-jkip5io4z1lj|89|88
86|20190814T163824+0200|m7ek3ocx-tz8s7-q1zd-2gty-m2ley7n372jb|91|35
37|20190814T163351+0200|nnzgrh55-rzc5v-pzeh-r6h1-v8p7sday53tk|13|33
49|20190814T163807+0200|2ry9cpk2-2v5zk-sjyl-ad3k-dby6mkgejva7|5|56
71|20190814T163814+0200|8d5oqlxe-wzhel-k87p-8pim-16vzpnz3b9rm|93|39
86|20190814T163351+0200|sj2y203b-gw3k2-lu9s-ef09-2tqj2wgtmxvz|96|25
97|20190814T163651+0200|ppd5jb73-bwz1a-4yxm-jz5j-44k88vp1giok|43|77
67|20190814T163524+0200|olzw4vm2-p0xob-zy5v-cba5-6p8v91uo05a9|99|77
21|20190814T163732+0200|q16tny9z-epcb4-4zoz-j7vb-hhkm1936m3m2|43|28
69|20190814T163841+0200|gu5fg7wp-qmkfg-290x-tez9-rxvn4kxcdsst|8|93
23|20190814T163817+0200|66lfttb1-a7ymv-28yy-pfxn-uldnq6j5o2ss|47|16
14|20190814T163800+0200|80qv4fni-rtbly-qdyv-7hvq-ghjl7zlm7sty|61|42
4|20190814T163531+0200|ast5en1p-rr4km-qua5-kc9e-98f2hyz6t9qc|47|99
84|20190814T163739+0200|pqydormk-fveik-v6e9-wxmp-nv9zmyhoto6v|95|53
95|20190814T163549+0200|bpyrbc02-2lhlb-k528-gabx-bsemy0fk7zki|69|59
92|20190814T163630+0200|re61hu2b-b2bf4-sjhu-v9gm-dc1te0ae7x5b|40|77
41|20190814T163602+0200|0tb9as98-uvtof-fxdh-oeru-i1kj7rgg2rrg|93|49
30|20190814T163810+0200|kxbmjlfz-wuqiw-iyoe-380o-z97sha1rz3v1|94|42
42|20190814T163732+0200|o8xeb9xa-k5njh-jcoz-7kvk-6aygk0zmoqon|11|44
30|20190814T163609+0200|r7l8syzl-dydqe-ybla-apu8-uxitirt89t3s|10|96
4|20190814T163320+0200|v1o74cgo-9qmts-64bk-0smr-wizdml1zd359|63|39
17|20190814T163708+0200|0jm974rw-95l2k-pj2s-fqdp-6vqz4bhe63g8|50|31
37|20190814T163613+0200|f8kvpgye-4nhaj-zsad-9l4u-faja4p4dkc49|29|50
71|20190814T163542+0200|gxulydeu-ujnpw-9hbo-4lrm-et84z9a47bwg|60|82
53|20190814T163658+0200|7mozqbt1-3traw-lvyy-qa4s-tbwofotwdh1y|26|10
42|20190814T163330+0200|otdxcthy-h4y72-u61h-sq7s-dq9u4kfywn6r|51|11
84|20190814T163623+0200|q1heagqq-0qxqf-3lma-lhrw-i1e1k0scknkv|28|95
39|20190814T163341+0200|xqwpzb3h-yx3xa-wcs7-yndl-mus0em0j4dv4|32|62
73|20190814T163433+0200|14m11vx1-i2iuh-bnxq-c4hj-b67zksh07zvm|60|94
38|20190814T163439+0200|zkujx9y5-tlazp-4ku7-gj0z-asmccmd1pwg1|1|77
36|20190814T163851+0200|djk9bafz-vttrf-i1sr-iw47-45jgoug53cdp|98|68
