61|20190812T163334+0200|or8c4pxy-1s4xb-dv0o-3hml-ijr0yqlghuz7|86|86
46|20190812T163753+0200|jwv430dv-etjns-p0sw-dycv-73ys15cm81nn|42|57
76|20190812T163602+0200|p4pavqty-11g76-43ht-vo1b-zqdu60sftmo5|43|2
39|20190812T163433+0200|ot7hfh1e-wh8k9-6nxl-sgt6-0qgwwlqtw3xt|56|49
79|20190812T163637+0200|iwilpuex-6vorg-mgu9-fbu6-yhjxxeby97uo|5|0
78|20190812T163412+0200|u6pug85l-oqqes-xe17-zwzk-vdganspq2n59|45|77
4|20190812T163514+0200|dcds4zfm-kca7n-ql0t-jzx7-uqr594pmit78|93|84
72|20190812T163415+0200|cmrrwfta-g19jv-7ndk-s2do-jrk6oxx3amn2|50|94
83|20190812T163422+0200|vhxnzltj-cinpr-0eo0-f9k6-hcbsmirof61o|90|12
95|20190812T163644+0200|3c8q3zuy-za9j7-xprf-wcea-x79vw7hebqea|63|46
25|20190812T163852+0200|9x3nlqcc-6jdlf-qcg0-2liw-j11z30mxm0qf|25|1
18|20190812T163327+0200|z4u5dpx3-85aoa-55xj-bh7v-6ozatymk562n|5|70
33|20190812T163419+0200|gifmu6j2-bu6qv-t23y-pyv6-d8wit4ee4tvy|28|58
82|20190812T163327+0200|7f4p8r7x-8f1z6-tjkd-eac9-uesh3pzprftr|42|82
27|20190812T163405+0200|npz21sky-5o79p-dd72-ple6-hp3ny9r1617m|96|33
73|20190812T163535+0200|4r8524ft-vss4c-0b48-gkdx-5d2o76iuuvjt|89|2
14|20190812T163521+0200|4t7c0zg1-dg229-lhhd-ceko-inddflslra4z|81|24
2|20190812T163715+0200|gjldamik-r9623-vu1d-4xi0-vwkjn4v8nozx|39|95
99|20190812T163827+0200|2034xgmw-herx0-19xm-ut8u-5q373srtwblr|49|42
89|20190812T163402+0200|0aa43cc0-3fwgx-wjzu-8t0i-tkuno82eykfd|62|68
41|20190812T163507+0200|tpg49jo2-ql9cd-ax2o-izb9-w2dq3u6rmolb|5|12
4|20190812T163355+0200|1ah2cqet-p7lgv-839b-m6hp-gib7s0bs7pb4|89|19
95|20190812T163504+0200|hbcq8uho-0uu8z-kppt-9ol8-d4kfhqub1j83|8|82
86|20190812T163701+0200|2e0m8rh6-voa2d-s8oh-t9tz-ujt2qdnkqxz1|17|67
18|20190812T163538+0200|jal5hnj5-x0et3-ds54-rus1-4ga3u75dsu2f|41|64
99|20190812T163637+0200|822e3k3p-poc3g-7vfc-e15n-n26wmcwtrgt0|30|54
92|20190812T163708+0200|lh9lqicj-22e7z-h4ne-vuot-cujn9fqe7hiv|0|89
24|20190812T163654+0200|dbyzh38l-4a2og-5z91-n2e2-l3yslr1gdtl1|64|97
2|20190812T163732+0200|25kai99q-i5hja-t0ur-cp6v-a0x9gh60zkz6|78|7
76|20190812T163651+0200|zgqx1wu8-b7hqz-835e-76s5-kicwf68sx5ql|83|68
73|20190812T163320+0200|al1f4wcf-s408q-lvaz-mutw-66hz74cplor7|59|32
68|20190812T163351+0200|g8jz52ux-ss55o-nfe3-6g0h-7vbi66uzhvnp|64|48
86|20190812T163834+0200|jtqamgyt-eav2r-x9cv-cxcy-o1io62k7mis7|18|83
2|20190812T163504+0200|aqqai2ec-a9213-umkb-iow9-6qfg8rlmcph2|82|73
73|20190812T163450+0200|lwn3tpwu-6uaog-gchz-fm9r-0rn07oj5ul42|50|80
11|20190812T163627+0200|v8jk4t4g-0vk7a-x0bj-98sy-jckqb63ywfsp|5|64
91|20190812T163408+0200|4ekvia6n-ifvzq-fkmf-p1lp-rrbb7ocr4hw4|1|43
40|20190812T163555+0200|g2ypfi7b-88q1v-1gw9-ki0t-dain2ki2a0xz|93|99
56|20190812T163722+0200|pxnjgw95-iacvm-wd04-vs9o-ud3o29og3n99|19|17
86|20190812T163807+0200|ld0droq3-co8ve-e8xy-97cr-ku45pv7ssmge|46|52
67|20190812T163729+0200|y3zj37gz-24pq2-gpoy-sgc1-g4drgugyb88x|67|73
69|20190812T163531+0200|shsd3iry-jxdsg-7y85-ts4h-317k609t3kcw|52|69
36|20190812T163559+0200|6q060u70-g1muf-ekqj-j2ej-vrj302grsqq1|9|53
79|20190812T163514+0200|zpl8d7ed-w6oja-cnv0-r113-buiwda5pbymb|62|83
7|20190812T163429+0200|832w93sd-afzug-gaqo-xbpe-ehy51ghl1bwi|52|42
19|20190812T163827+0200|v6y1h0wa-6kc33-sf0z-l1x6-l4fgppabtuwa|73|90
46|20190812T163446+0200|ezoj93b0-cfe7e-j9r4-d6xj-6yv8l70u521p|70|58
14|20190812T163718+0200|wrp8q3q2-dwe41-vi54-532c-s3rpn5xa8jxf|98|93
23|20190812T163736+0200|o690pvdz-16w98-qz0v-d41l-dgp17ryuk0hc|59|16
