85|99,66
11|18,38
56|16,50
12|01,04
69|95,69
67|21,40
14|12,81
22|86,09
93|94,77
41|75,12
81|08,72
29|40,31
57|26,68
79|34,61
71|47,69
84|44,11
58|46,89
88|92,25
52|10,58
81|72,00
67|63,22
64|59,18
26|69,58
17|87,54
15|35,46
5|65,71
69|10,17
19|56,36
26|89,68
42|84,08
33|64,72
78|12,49
3|10,93
48|58,63
96|81,14
68|19,07
69|84,96
34|61,65
59|73,46
62|27,57
84|73,15
29|41,40
47|89,80
14|34,27
93|52,97
50|68,42
81|81,63
45|53,86
29|85,35
70|22,01
53|72,25
35|46,41
62|55,31
45|17,39
65|80,86
85|63,32
70|80,75
75|86,83
72|66,40
22|71,74
31|69,18
59|64,50
66|89,10
39|01,26
79|46,39
28|95,60
90|91,59
91|44,92
80|00,51
6|62,35
47|56,37
9|02,31
30|72,95
17|88,13
13|28,82
13|53,27
60|63,50
11|67,16
6|60,32
61|86,31
66|16,19
1|56,60
62|17,62
47|32,62
55|93,36
30|44,78
60|62,12
59|70,25
72|04,07
38|54,81
85|50,06
48|14,98
80|10,72
20|24,30
75|61,44
71|77,96
45|78,78
59|95,35
82|25,74
3|95,38
15|55,96
50|24,36
27|42,57
76|70,34
82|77,84
78|68,20
9|59,38
37|65,25
72|68,76
6|08,65
70|16,43
86|03,15
59|91,20
9|84,94
92|64,12
80|77,09
95|97,05
48|31,06
82|89,38
0|07,91
43|67,68
70|38,03
87|83,68
59|82,29
35|03,18
88|81,21
69|27,55
57|03,94
30|61,13
17|11,31
60|42,40
82|38,56
52|07,50
68|32,15
72|47,21
2|49,54
61|13,26
65|42,55
81|89,27
53|74,43
40|05,89
6|33,94
8|74,89
52|25,40
10|94,94
42|12,70
24|90,43
70|13,63
49|79,86
20|97,53
22|50,68
39|18,17
27|75,52
84|10,52
57|79,39
14|95,43
15|11,48
94|21,38
2|62,71
88|05,27
63|02,06
86|89,61
35|06,61
95|40,71
96|30,37
99|51,17
83|67,59
81|47,83
19|45,06
56|61,02
89|63,46
81|90,18
18|23,58
3|64,15
82|67,34
91|08,32
30|56,88
68|74,39
81|24,80
62|90,11
9|32,72
62|98,66
31|39,45
1|09,51
6|38,19
65|20,05
98|72,20
73|01,93
16|78,92
35|63,69
82|43,85
89|10,26
59|59,26
97|89,32
79|42,83
54|54,84
75|51,02
97|97,88
43|52,90
23|73,47
94|86,00
7|45,55
4|78,55
60|04,37
18|91,49
14|23,65
38|03,23
68|32,34
4|70,67
77|18,26
43|05,14
62|89,07
38|64,62
54|54,98
25|96,75
33|13,24
56|39,87
59|74,96
19|77,39
34|89,81
58|33,92
72|04,78
40|36,99
20|98,94
4|84,06
75|91,75
44|91,45
88|08,75
42|08,36
3|57,88
8|62,81
84|44,84
97|87,50
67|50,76
80|51,18
44|42,09
65|88,86
76|02,19
52|16,46
97|65,50
28|03,72
24|50,57
84|44,73
47|02,48
9|96,54
96|62,30
68|15,89
25|32,50
63|12,38
44|05,78
72|23,94
83|85,00
92|08,26
62|82,68
78|43,43
33|30,83
1|27,49
45|63,55
85|33,95
68|26,26
32|10,58
31|07,52
25|09,63
47|49,75
15|54,75
16|40,80
71|01,13
59|15,46
46|81,40
19|50,51
78|20,63
21|45,80
20|54,29
76|75,41
20|75,96
39|57,58
57|06,34
39|32,62
9|71,75
57|69,41
68|06,46
40|69,70
86|36,33
28|91,43
10|89,25
87|92,16
21|19,51
23|36,01
91|81,19
39|58,82
71|09,79
51|33,43
78|56,93
71|16,14
66|01,54
64|58,60
72|25,85
75|19,30
5|51,91
64|89,65
1|58,44
50|98,26
8|37,72
40|24,66
66|38,32
55|12,28
8|62,73
36|45,55
11|60,11
78|91,77
5|80,35
58|98,35
45|76,00
55|84,81
91|93,15
27|30,24
35|07,48
54|02,86
69|61,93
95|23,81
97|71,71
99|21,38
37|64,50
77|58,48
18|14,28
31|23,80
76|87,52
69|65,46
47|99,73
47|03,90
2|83,29
56|50,43
62|26,91
48|55,14
10|93,94
21|34,95
30|50,44
43|04,59
87|55,56
69|83,43
96|75,32
84|16,96
62|39,72
53|57,06
2|51,82
64|01,33
63|70,34
13|82,65
35|48,64
72|86,88
75|68,33
46|64,13
67|11,29
65|27,34
69|37,47
68|53,43
68|74,14
40|56,51
73|14,36
83|15,74
53|71,17
78|28,91
53|65,08
26|35,72
2|47,76
12|78,80
35|08,50
99|33,09
85|68,35
25|55,68
8|37,72
38|39,58
91|18,64
17|93,99
43|37,12
89|45,67
16|34,90
8|34,41
48|84,73
60|63,63
25|96,47
13|08,98
99|28,71
1|07,47
58|02,19
95|96,84
92|34,39
87|27,96
31|69,69
80|37,88
46|99,15
54|87,58
89|92,95
44|56,49
73|55,52
30|29,64
89|02,33
73|09,56
2|97,76
36|84,39
55|50,21
78|95,27
52|46,50
41|15,01
77|17,30
64|76,62
92|22,13
17|50,50
17|97,82
19|71,19
83|39,97
71|56,82
9|62,05
74|22,38
39|39,43
17|11,15
74|71,34
2|71,05
82|21,37
14|17,94
7|49,07
36|84,00
