63|20190811T163341+0200|kb4vt3r5-6s0kb-p5xd-v5t5-46dsv9wyrl41|73|46
61|20190811T163715+0200|12uhe6gh-66fw8-ichk-esdg-rknvwudfa4mw|7|40
17|20190811T163555+0200|w49h3ic8-5hhg1-7c50-sby9-zdoz04o1nntj|88|52
79|20190811T163743+0200|qjr2kvu9-r1bva-tklu-po65-yi0qn0v7mp68|61|28
16|20190811T163602+0200|00ciomqy-bl3kg-lapc-l07h-6hb0ss7r15f2|19|22
97|20190811T163838+0200|9wcrw76c-2ar5y-mwtd-iwkf-i40hilxvghf1|43|49
36|20190811T163348+0200|ar2ageqp-m17hz-9404-0q84-xfzmpn8ccytc|12|49
87|20190811T163450+0200|26h6j17z-vj2qn-t7ud-7d28-k7z7jsr4rt19|88|35
54|20190811T163337+0200|3s9aluf9-21gc3-d803-h7e7-b1hvyc5sy3eh|37|40
64|20190811T163542+0200|n8wbjy3j-hhrcp-k9hw-39hi-w6arjz7wl604|50|13
13|20190811T163855+0200|snzzcwfj-bnwii-h3nn-qaon-16tumc4fv4cv|37|73
1|20190811T163521+0200|mgbjw7z4-kers6-w5c4-ywtv-ojicxncht8sw|63|94
34|20190811T163820+0200|s0x0quhl-4172o-ve0q-rxvk-8dc7w2wxhmit|49|0
33|20190811T163500+0200|m022vaag-myrc8-f8ar-nbyg-wuwsmwawvxdc|36|18
2|20190811T163426+0200|nweh2y7t-1fdv3-7ohe-6c8z-j1n2nu3h5vfz|71|46
93|20190811T163817+0200|g8hewli9-s6ecc-2u7b-5xk2-lj9u1nx5z0v2|65|8
49|20190811T163803+0200|xzprl3yb-8ajwf-6lo4-zlvi-05bcrjlc3xtb|85|87
99|20190811T163637+0200|78dckdta-x39ua-9w8d-idwc-1jh7i54x0tu5|60|37
20|20190811T163440+0200|712uc3z0-7hiw9-etyr-6d0a-g4tgx3gv2mvg|7|13
92|20190811T163722+0200|ivetwha1-nim7p-yzfs-ee9m-veryj88vyg1n|56|76
16|20190811T163753+0200|420mtdt5-l30ht-b2ag-vbjb-nw86bs2018my|42|31
8|20190811T163827+0200|7kussku6-wjsxi-qmau-cefc-hu8mzu06uyt0|91|65
39|20190811T163620+0200|80ritdpw-vvt8k-qrfc-rewh-czi6k3amyv4h|58|29
65|20190811T163324+0200|0bhml7ie-aqy5d-519t-ag0d-eid14o0luhmg|27|21
60|20190811T163753+0200|ekwf3pp7-0zjoe-fbpd-5kl4-elv4g5drhw6h|69|85
27|20190811T163538+0200|o7v8j4vw-iahrx-56g3-kvle-07iu5hm6jw43|91|36
88|20190811T163337+0200|x6a8zi2a-viqrn-dngh-lky5-n3xfde3inu5u|49|25
8|20190811T163729+0200|k9yqf536-213q0-2huf-q49f-o6odaxl715ht|15|28
66|20190811T163848+0200|9nx34sjr-9qlp7-ar2o-33sr-xlo8k1aae9em|25|36
22|20190811T163627+0200|ejwsjqr6-gwp6a-kj24-trf7-bnos93wrkq8l|55|4
50|20190811T163711+0200|g5x4bxug-xkjko-i46a-0ott-4jim7w1qo2pl|51|83
12|20190811T163644+0200|gjtdgm4j-gzqyz-8rd3-spo8-gscxo3daw9hq|48|70
30|20190811T163549+0200|n66ykzbd-nys40-yst7-ewdc-yxldvtysy8g0|31|0
33|20190811T163824+0200|ei33xbxm-z8icl-0w90-oa2q-hoos2hlwhf7k|52|68
68|20190811T163524+0200|uetn1za0-iizwd-7l30-pjbr-hdepvdxpy1j2|80|33
95|20190811T163651+0200|ipi20i8e-tzkra-ka8z-uqud-d8bvpbw22qc3|65|3
75|20190811T163412+0200|eeddotmh-y11gy-dlyu-7ni5-zx4y9l6jh31y|52|41
95|20190811T163831+0200|ypu49f02-i84yq-mayf-ec3s-scef8qecipg1|11|53
23|20190811T163841+0200|6lsxqsk7-juavk-yx7b-se1m-y3ycenu3ijk5|31|82
60|20190811T163834+0200|84j0oa5w-hz25s-e9pa-25oq-c9mb0hkthgfb|69|72
77|20190811T163630+0200|aoywx9zk-mrin8-e7i7-lf10-axmotuyxolrf|45|57
72|20190811T163658+0200|jwkrk84s-lkh9s-azjk-9tqy-6egwkikwpujq|1|37
9|20190811T163651+0200|a6lx5fy3-csbl1-w7an-dhj3-h5fn6oh5a5wy|73|60
7|20190811T163358+0200|95h6bwjr-gix60-r6ew-dw90-2q393ntoo39p|69|67
75|20190811T163736+0200|z4fk4zok-nnb3h-s4zt-tbvy-y3w3le0o8o5s|60|18
81|20190811T163817+0200|erlng2q3-6ioy9-4wpn-xizv-jo4g7jmgf5vc|27|27
42|20190811T163500+0200|xe9tijoo-zfo0f-k1qw-y5wf-iy8vwqgu2p1w|17|6
66|20190811T163715+0200|nhb05151-nei2t-s2g4-w6v8-3omv5ktuyu59|20|81
63|20190811T163419+0200|ftrdwfnq-2hnju-e0k7-05ah-jl3c0d6jjlyq|1|40
18|20190811T163732+0200|woxejlvk-a5ffp-40y8-2553-jvtenxczq7tw|25|33
82|20190811T163443+0200|nn4fiwgk-vmlvg-iwek-yksm-qxl0nnqlkaad|82|55
80|20190811T163644+0200|kblq6w1y-i3kfu-gul4-ybo3-3ims5dmxqnck|35|18
3|20190811T163446+0200|uemzcqlo-fewxn-u8ur-rjo9-nyi6hm5oi2r3|90|54
46|20190811T163440+0200|a48bd9a2-eso35-01s3-oeeb-p93ex9qkjuwh|78|77
32|20190811T163715+0200|h3xxdh6n-e5vll-55z4-oll5-e0xqd4izy5q9|9|54
89|20190811T163344+0200|8ghtbc41-pb3jy-niik-29f3-qa49gatdjila|57|33
88|20190811T163838+0200|zmcll07o-rsgfj-vnim-36ev-npwk4w43csoh|79|29
57|20190811T163807+0200|gj9s0z3m-jgi8c-w6db-lseh-zuvfc3rb0m3g|76|94
86|20190811T163820+0200|oy5w2sum-jcicm-jjdh-o9ap-hpcevr499rd8|89|3
17|20190811T163450+0200|m2wsnfoq-8xaeb-o0qg-bvpi-4zcp3wr8p87r|48|86
15|20190811T163739+0200|8ahaaswp-at8k1-h0il-fqyy-m8s82egxt4ks|69|25
1|20190811T163729+0200|xupa6mus-ayibz-mmm6-r9rg-kk85j0y9xf37|39|41
46|20190811T163436+0200|6gomxzyj-vneir-r64a-nk8x-jvbyhvzbrevy|38|32
8|20190811T163756+0200|vpmwavtb-aqyuu-a47a-ifya-884eqoe1zwno|47|84
23|20190811T163412+0200|bfv78wox-h1ay9-4p4p-ioic-fu0xwc1biyre|68|64
84|20190811T163433+0200|nwgu296f-8bnbq-erlj-wodv-y8zrjdyyta0t|16|0
3|20190811T163552+0200|kuxw23p8-8t12v-pb09-mot4-xpat8x6bx4cn|73|48
87|20190811T163616+0200|zce0b21s-amobo-jxfh-ewkd-d5zi5sdc9u5c|93|59
28|20190811T163834+0200|h39p88v8-qylfa-0927-u53a-spwkbqctf7vv|4|10
3|20190811T163344+0200|exbiiff6-ibjag-p4c7-cok3-iur1hg8hv5ey|17|58
30|20190811T163507+0200|uhtenzi6-brelt-7r69-8674-hqrhlomvmrfx|4|13
