87|05,97
59|66,86
22|87,59
86|39,84
34|36,99
80|00,12
63|25,03
52|40,96
29|70,73
93|99,75
97|25,01
84|44,23
54|66,84
31|28,22
73|80,03
38|54,84
91|33,43
85|81,11
63|69,68
54|21,25
99|45,20
12|26,53
37|39,30
43|37,49
30|45,66
30|14,01
57|97,14
0|74,45
27|21,01
2|30,09
12|35,26
33|41,83
32|74,76
37|78,48
46|78,60
45|46,45
27|48,59
36|93,83
76|83,83
83|48,63
54|09,15
2|91,79
18|34,10
94|85,46
8|00,23
41|94,55
78|60,91
21|37,08
29|78,38
28|86,84
22|22,85
60|89,37
46|51,79
94|56,75
45|88,89
58|39,40
27|38,29
4|17,67
4|96,39
17|23,96
22|72,97
32|41,99
51|93,33
54|09,82
46|46,68
59|83,36
36|62,06
63|45,55
34|14,31
59|99,52
49|09,63
24|88,99
19|94,73
79|93,75
1|64,80
2|54,73
50|69,12
34|39,00
62|53,94
5|04,03
29|59,51
59|37,25
4|12,88
12|87,72
26|45,83
27|37,90
7|07,43
34|18,13
90|81,78
67|76,10
68|13,45
21|73,98
10|98,19
86|96,49
60|58,08
94|45,26
43|36,21
86|74,69
12|23,77
55|62,98
68|28,98
81|96,36
16|16,86
34|35,13
98|11,36
35|73,88
58|28,64
78|17,01
91|35,48
95|38,38
16|20,20
34|55,42
67|11,54
5|22,04
76|57,82
65|98,66
31|65,48
7|79,18
31|74,56
79|54,07
16|10,17
97|17,63
4|56,02
44|83,86
48|45,53
9|48,81
5|50,02
0|98,52
10|84,59
46|05,41
52|48,42
52|43,00
48|67,71
7|53,14
33|80,72
79|73,88
54|31,61
18|99,62
36|30,43
16|87,19
97|99,12
40|12,06
20|94,98
36|37,12
12|55,05
43|84,69
2|88,23
17|15,95
11|02,40
83|88,07
91|69,11
9|53,29
20|33,80
53|28,56
81|64,53
3|16,85
2|14,56
86|33,94
82|41,64
3|67,80
62|51,87
94|19,44
25|96,67
10|82,22
98|96,74
19|82,39
58|06,94
14|38,54
11|10,94
66|25,62
95|30,26
34|74,05
81|05,97
31|45,04
66|05,61
66|27,22
83|67,33
51|83,07
3|21,14
63|34,18
31|07,86
65|29,75
70|45,95
28|08,61
72|50,96
83|41,62
28|72,26
12|73,98
97|92,86
13|03,52
5|11,50
73|53,92
49|89,99
48|78,96
16|65,46
77|20,47
76|75,97
6|89,61
16|99,22
46|49,29
91|31,23
19|41,33
67|06,51
86|25,60
73|90,90
69|25,28
1|91,30
90|18,88
84|28,09
89|54,64
70|08,34
49|52,52
33|35,51
93|94,66
79|92,61
81|14,39
61|44,97
22|41,38
62|15,00
28|23,75
60|20,26
62|86,90
77|64,59
83|32,55
54|94,07
58|72,37
25|54,94
78|24,93
12|84,05
6|16,75
16|08,14
30|24,54
93|75,06
73|30,56
49|58,59
91|17,41
33|24,07
14|99,34
68|72,08
2|71,07
39|29,45
10|60,65
58|71,16
99|04,53
26|37,02
8|81,15
86|53,97
93|68,77
1|62,72
56|91,60
9|10,07
84|40,54
50|40,16
29|51,44
99|48,22
41|86,44
61|58,72
11|17,55
12|54,65
25|25,99
8|66,42
8|83,71
16|07,36
96|60,27
22|54,47
95|06,03
47|52,04
47|79,57
64|39,73
21|61,58
98|34,05
87|44,67
14|16,49
14|17,12
81|32,99
84|73,13
74|11,83
47|61,16
0|96,45
16|72,11
23|83,94
29|23,34
95|35,50
45|53,44
46|59,01
92|76,21
51|63,88
57|67,17
90|16,13
29|62,71
44|68,48
25|79,16
63|41,81
46|37,50
58|54,91
45|99,54
11|66,70
98|26,59
50|09,66
26|14,03
72|56,10
27|46,30
30|19,31
58|22,89
49|29,08
42|35,54
47|77,75
73|33,30
61|14,95
56|89,70
40|04,70
29|18,41
96|57,07
97|00,15
77|03,39
49|55,03
4|17,31
86|89,28
40|11,39
30|55,70
83|15,91
89|16,05
7|37,77
40|83,69
44|09,30
90|83,04
45|21,71
79|93,07
29|93,53
62|61,67
50|27,28
93|51,57
65|10,84
6|56,26
75|55,28
61|66,16
11|76,08
45|58,27
71|61,58
14|14,62
3|21,61
56|73,00
40|93,91
36|94,38
10|42,78
93|90,76
16|73,46
16|81,41
42|12,30
60|32,43
75|16,20
35|77,00
15|68,42
74|39,67
55|54,12
4|02,74
50|30,00
86|60,50
17|08,63
66|62,64
87|32,25
3|62,12
39|89,06
78|89,32
14|77,11
90|76,63
28|35,47
31|91,47
53|25,97
58|34,03
91|56,03
49|51,75
37|90,09
67|08,96
47|91,53
63|86,16
80|69,52
41|66,93
59|45,70
92|74,48
76|21,90
1|93,07
52|08,98
37|34,19
26|05,05
30|23,83
32|09,11
37|01,48
56|79,14
26|90,58
6|55,81
90|21,24
76|89,58
13|81,89
87|81,99
73|15,08
36|27,74
45|45,52
44|24,51
39|91,57
94|29,31
16|70,74
27|11,83
24|61,23
10|89,69
47|54,25
68|42,95
7|10,49
18|32,45
94|77,13
49|39,15
9|37,70
87|66,86
77|26,35
55|64,86
78|23,59
96|14,22
97|79,05
73|72,44
20|48,15
5|39,16
29|98,02
89|99,18
18|71,48
72|07,64
95|11,52
84|27,72
76|00,32
57|30,59
87|43,28
66|21,12
23|28,60
62|11,46
73|65,61
77|03,09
3|62,92
6|39,51
94|28,76
33|50,04
16|30,10
73|84,47
66|94,19
25|83,55
69|92,69
91|94,58
82|66,10
74|89,20
7|22,80
54|22,94
82|91,25
23|78,46
68|68,86
2|05,91
46|24,74
8|88,40
67|68,13
23|18,31
13|75,60
77|41,93
89|29,74
91|82,70
13|23,76
88|31,06
5|56,92
91|02,16
44|58,00
76|25,59
92|61,78
9|47,05
79|77,83
5|48,54
6|65,27
41|27,83
10|00,97
53|35,68
17|23,74
15|29,09
62|62,46
77|09,13
58|59,23
77|94,48
96|33,27
30|74,80
6|15,38
94|34,46
19|15,78
14|84,42
66|96,11
37|40,22
74|30,86
30|85,72
7|15,08
74|55,84
56|32,32
11|20,86
62|48,22
48|63,52
15|55,49
21|90,13
29|89,61
69|44,87
83|53,71
29|97,98
91|31,80
95|45,93
20|41,59
81|86,19
45|19,58
92|83,35
65|43,67
63|55,40
38|63,94
59|98,81
75|72,37
88|81,13
53|64,64
58|03,31
18|47,00
21|47,45
47|34,79
32|07,68
73|02,53
73|28,96
24|16,80
3|54,34
54|20,34
35|19,69
75|65,90
41|96,89
42|78,35
29|23,19
24|26,01
80|34,43
87|14,83
56|61,05
37|72,69
90|14,15
56|58,04
88|59,47
91|80,18
32|87,26
44|56,66
79|46,68
33|23,69
87|06,25
80|23,26
93|82,02
92|37,63
82|23,05
4|73,98
19|49,21
16|44,10
96|91,40
45|21,47
74|33,76
14|83,94
19|06,39
66|43,38
92|36,60
1|84,64
38|24,45
62|56,21
13|39,56
73|67,81
84|90,14
53|20,79
76|76,68
53|90,70
25|37,14
59|08,77
91|77,44
59|30,51
89|53,11
96|35,44
66|47,17
95|69,88
51|28,05
13|42,31
79|05,93
92|96,24
15|02,59
21|78,36
96|98,41
14|92,18
96|03,34
74|45,45
56|29,15
47|50,08
7|13,19
68|20,24
68|51,50
48|94,12
82|04,69
49|72,12
47|26,48
82|67,74
51|88,10
46|25,78
66|85,31
84|80,25
93|64,86
77|78,70
99|03,60
72|21,01
65|57,08
50|33,61
36|43,79
55|72,05
5|43,88
58|14,01
1|04,87
29|50,79
78|83,51
9|50,05
86|28,71
73|09,48
37|96,34
66|64,11
24|85,18
32|02,42
57|59,37
46|55,85
21|34,50
21|05,67
18|60,72
50|86,76
19|36,68
92|00,12
47|69,71
83|75,56
76|03,47
69|18,75
15|40,29
91|70,51
5|85,65
95|03,93
81|75,89
82|67,44
9|88,20
2|47,53
71|43,97
16|81,69
73|16,38
8|49,15
32|52,08
6|90,55
52|66,63
60|17,90
97|78,15
58|17,66
12|35,04
5|90,97
15|32,98
76|34,03
82|70,35
57|41,09
43|91,95
37|07,35
59|73,44
44|66,68
84|95,93
23|62,86
87|12,64
77|42,00
23|23,46
33|73,52
65|45,48
21|11,94
9|99,06
85|90,72
76|06,91
19|79,29
65|77,83
70|34,21
77|84,48
32|27,05
93|68,82
32|42,92
64|22,66
97|36,19
88|90,64
43|13,37
50|49,80
38|54,67
7|09,45
45|70,64
93|81,37
17|25,13
0|06,99
16|97,28
52|56,89
0|20,79
44|07,41
89|27,63
54|01,25
77|20,30
23|34,10
16|27,25
40|11,24
51|46,92
90|22,36
71|07,53
26|86,52
57|43,04
52|41,58
50|77,78
71|46,85
52|05,66
45|29,49
25|57,96
97|91,56
76|94,73
29|54,66
46|11,91
41|88,46
16|04,37
88|28,68
18|89,80
82|92,20
63|95,73
67|15,44
8|09,42
50|86,51
4|38,52
37|34,54
23|46,52
81|28,27
61|49,03
52|20,21
32|93,78
3|21,73
12|60,99
52|56,56
0|79,78
16|36,21
88|26,38
83|86,99
60|85,66
26|40,14
1|57,50
6|01,96
31|51,56
95|28,62
5|20,38
46|15,33
15|16,75
24|01,53
66|47,02
6|47,24
67|10,01
44|31,48
44|59,84
42|86,92
9|28,42
29|01,86
65|32,55
8|93,06
5|10,69
56|89,25
42|14,01
50|41,68
16|67,95
10|27,62
88|12,00
42|73,41
75|57,32
37|07,05
32|95,11
97|91,61
32|23,67
99|73,86
37|12,17
90|21,25
56|33,57
76|64,59
39|58,28
10|55,04
35|62,10
6|91,69
15|98,57
28|78,89
18|95,64
65|98,03
59|18,15
24|63,90
97|31,57
27|28,08
89|85,11
28|46,20
31|50,52
4|46,50
54|41,87
80|91,79
62|20,13
0|60,11
50|06,19
26|66,35
18|88,26
92|40,18
78|80,12
