15|20190813T163753+0200|e5whxr0h-5upl7-v04q-d5c8-dq5fz1b5zhmg|98|75
97|20190813T163807+0200|3qbutnjb-uakkl-20v3-l256-at15cqpzlry8|49|22
5|20190813T163422+0200|3b0rafyi-2dup4-1y5a-t354-un8we79i19ep|26|30
23|20190813T163613+0200|ujioxt5g-xip99-3ken-l69w-jtx7qsu21kz6|7|59
42|20190813T163419+0200|ilj0ibgp-b0d1q-3oza-9yh8-8xnlnqpi4fas|63|68
21|20190813T163817+0200|4rx92qxp-p00um-3cp7-2ey3-srq3l44bixvh|53|23
70|20190813T163443+0200|wy8guebj-b6zmt-rgvv-iqss-kepf2quiubr7|49|16
59|20190813T163426+0200|036t4o7h-c5323-jer0-bf5e-1p7clxtp11z9|15|90
67|20190813T163852+0200|rruqiy8x-hgop1-te4v-x2rk-pmrubag5agqh|32|78
83|20190813T163402+0200|lhlr3mig-wlivz-435a-z9nh-x0cx4oy61qxj|87|87
94|20190813T163855+0200|qp9h5hya-p4zdk-hzgo-wi95-1haqv0b3yups|87|29
76|20190813T163535+0200|8jd4156w-ajukl-pxau-r0om-fqzzwsy4vbl6|83|32
64|20190813T163440+0200|v2144nsk-xz65g-yzkm-7p0n-bl4zr01f213i|94|71
64|20190813T163426+0200|vk74aib3-q7es1-3ebk-d5hg-3zpjlg0k6ccs|50|27
24|20190813T163504+0200|lglqcv30-q8idt-osbt-u8gf-psrbhr4til4f|7|39
3|20190813T163725+0200|67gi18l0-n2ti3-jmqd-akjs-6qaa6m5zurhj|2|20
66|20190813T163422+0200|6weoptkn-jzrlx-5z6k-3ltr-ecu7zwni42cu|57|52
91|20190813T163810+0200|1drfjnwq-hlbez-f1at-qglw-i1ecxh6wbej4|33|18
35|20190813T163858+0200|hib4rkmv-tygqg-9uq7-sxjs-4k5thj0rnkgl|61|82
54|20190813T163348+0200|xfpmtw6m-2951a-4xe2-s247-dxrkc2m6nsr8|48|81
47|20190813T163500+0200|o09i76n1-0hoet-qd9q-ko5i-hxbu1tsfzs8p|37|14
83|20190813T163725+0200|ycnjqz1a-i6t7b-mbso-bpvn-u85yxfca26zr|72|10
79|20190813T163559+0200|vqgfk6qs-z1561-en5e-q5r8-z64ghogqb3i0|15|83
5|20190813T163810+0200|a8e342uf-8850j-a6p2-htb3-msogxhxkjg9i|9|34
65|20190813T163736+0200|zjkt10n8-5l2dk-4r1l-m9za-t1v76dic2s9i|14|12
53|20190813T163426+0200|prh37ecl-sh8ah-atwc-8rlr-khgjfmcz2c5k|77|3
86|20190813T163317+0200|dzy46t3n-bge40-qg8z-0h1y-o5mykibsyy8x|57|85
0|20190813T163640+0200|0dosa5pj-1ipkr-ylk2-an73-pmm1hgxauied|58|3
16|20190813T163633+0200|nj0ov6md-lfuhe-4o47-skk9-5uolr3vqaqis|57|17
37|20190813T163504+0200|6g3ie6bw-1f469-gbqv-ecas-65qjbbt2xz8v|60|32
74|20190813T163440+0200|t6jnxlmu-fwl0d-0izk-dpyt-t0lr6curyu8b|91|72
26|20190813T163552+0200|pryv9jhd-wgzyl-d314-crm7-4ovfccvyzqc8|20|51
31|20190813T163841+0200|t71mmcji-dhl9m-7neb-mx39-dxny7rt0rgcu|30|11
22|20190813T163820+0200|vs7goeis-873l2-8i3k-8oc7-a2ls64zjiqjc|38|20
56|20190813T163722+0200|27sufyox-fnhls-pb6i-w9yp-5yuyget6v72k|79|25
77|20190813T163433+0200|yum2765k-b9d9x-dkal-g37b-etkbn8jrco4q|76|12
68|20190813T163358+0200|3406n0lh-7g4fr-oelw-zhvl-3r46g2z9dkz9|4|33
96|20190813T163722+0200|il7z6fe7-bnd3z-tqbk-j9kq-mgc4sx2pidkh|63|75
38|20190813T163528+0200|rg1yhtq6-3z21q-yw0m-kg4a-i8eufyesq6ht|93|86
14|20190813T163742+0200|kizfesj8-1vtxy-2388-hdyw-tkwkdoqi0lui|74|39
40|20190813T163552+0200|xq6s8yca-ms69w-4oyz-hvyi-ynj6gz3ne6lo|57|76
46|20190813T163535+0200|wbkez25f-mgeq0-i1r1-w4qy-257aeyj73z0e|99|78
1|20190813T163732+0200|gsrjxc8y-rb8ng-sx2e-ksmu-8m4hbmmx0bl5|39|0
83|20190813T163701+0200|j2glj9ai-wteob-j5b4-67ef-dkj2w13igguv|60|82
75|20190813T163402+0200|n447nn4k-82zew-s9rz-27ex-7kmquyeuk7vy|30|20
75|20190813T163756+0200|nmt4sweo-ueu72-fjct-ot1h-aehg4b3xo061|17|52
89|20190813T163528+0200|rb76el5q-dsefd-crru-8be8-bmuy9qy5wpra|82|73
86|20190813T163827+0200|ohzwm55j-nxvxj-xizl-bx8m-39a86s3b0jxy|63|20
18|20190813T163722+0200|7e9beo9y-bb8y7-udge-482i-6ei4tupdb864|21|74
98|20190813T163443+0200|ak137ajz-7f5jw-t7p9-617k-g0u91bql68kv|49|27
29|20190813T163507+0200|065bi5ea-z34ur-mcb9-au6m-p98kgmyh1qrw|64|3
85|20190813T163453+0200|txr64hyr-nmt7m-rfeo-4gdp-m2fdhplsceln|15|56
4|20190813T163647+0200|vdabd99r-pihek-6xbp-gt63-q1ha5lxbjl6z|46|37
90|20190813T163549+0200|43cw0vom-2mjed-htky-nvwk-yrbmpm4wj9th|8|49
